idColar,acelerometroEixoX,acelerometroEixoY,acelerometroEixoZ,magnetometroEixoX,magnetometroEixoY,magnetometroEixoZ,giroscopioEixoX,giroscopioEixoY,giroscopioEixoZ,horario,data,velocidadeDeslocamento,comportamento
B2,1859,5620,-10206,-119,212,-584,480,411,1072,141533.683,270515,000.0,Pastando
B2,-6423,6874,-14761,28,309,-617,-1437,-3465,-3823,141535.683,270515,000.0,Pastando
B2,-13305,6237,-19943,-469,277,-687,4135,-785,4906,141537.683,270515,000.0,Pastando
B2,-5862,7436,-11777,-440,269,-673,-596,-1694,1458,141539.683,270515,000.0,Pastando
B2,-2395,4497,-14036,379,552,-608,611,-2414,2994,141638.683,270515,000.0,Pastando
B2,-8186,8645,-13023,335,443,-558,3557,-6087,2469,141640.683,270515,000.0,Pastando
B2,-1378,9918,-16294,88,363,-617,-4839,586,5787,141642.683,270515,000.0,Pastando
B2,-9798,8797,-12773,-1581,775,205,446,6022,-2331,141732.683,270515,000.0,Pastando
B2,-7814,12379,-11442,-1370,439,-60,-5324,6822,-4549,141734.683,270515,000.0,Pastando
B2,-7319,7460,-13677,-331,251,-459,2548,1071,4295,141736.683,270515,000.0,Pastando
B2,-11450,5416,-14033,-197,444,-581,1128,953,-777,141738.683,270515,000.0,Pastando
B2,-11480,4243,-16458,-164,454,-585,3852,-3207,-1335,141746.683,270515,000.0,Pastando
B2,-884,7806,-9072,551,1007,-556,1134,-389,3035,141949.683,270515,000.0,Pastando
B2,-5543,1978,-12655,102,416,-508,1218,-483,1308,141952.683,270515,000.0,Pastando
B2,-1561,8275,-5979,540,835,-509,-516,1618,-1563,141954.683,270515,000.0,Pastando
B2,-6873,3180,-12748,-747,178,-388,-2293,-2307,-1623,141956.683,270515,000.0,Pastando
B2,-4788,5612,-13512,37,178,-438,5677,-7978,5265,142112.683,270515,000.0,Pastando
B2,-2143,10588,-6827,590,751,-509,-6141,-2246,-434,142114.683,270515,000.0,Pastando
B2,-189,2584,-13858,617,551,-353,-28,-5247,1181,142116.683,270515,002.1,Pastando
B2,-8156,7183,-11413,-1353,439,-216,211,-3357,579,142207.683,270515,000.0,Pastando
B2,-6050,4597,-14640,-588,142,-454,3131,-7025,1618,142209.683,270515,000.0,Pastando
B2,-2136,7009,-10440,-1083,179,-282,-444,-6328,12988,142211.683,270515,000.0,Pastando
B2,2866,2669,-9059,595,990,-469,-784,-599,10857,142341.683,270515,000.0,Pastando
B2,-9024,8223,-15584,533,1118,-542,1490,1488,-2546,142343.683,270515,000.0,Pastando
B2,-3562,4674,-13763,161,862,-665,2500,9275,1292,142345.683,270515,000.0,Pastando
B2,-17574,967,-21130,289,636,-523,4129,2237,3765,142347.683,270515,000.0,Pastando
B2,-1506,418,-14640,705,915,-365,3676,4923,2793,142425.683,270515,000.0,Pastando
B2,-6015,4714,-12001,216,759,-607,354,-11236,-973,142443.683,270515,000.0,Pastando
B2,-16806,11824,-22176,-345,310,-491,4013,-4741,1543,142445.683,270515,000.0,Pastando
B2,-3467,6364,-18466,-3,517,-569,3497,1433,-1892,142447.683,270515,000.0,Pastando
B2,-1639,6395,-15152,-347,263,-480,-4314,1023,-625,142549.683,270515,000.0,Pastando
B2,-256,5285,-9287,-64,440,-559,-2120,-2407,-3663,142551.683,270515,000.0,Pastando
B2,-6530,11346,-11896,347,895,-610,-524,317,2411,142553.683,270515,000.0,Pastando
B2,-3053,3677,-13709,-247,353,-527,1584,-5714,7448,142706.683,270515,000.0,Pastando
B2,-8383,7812,-10883,-442,369,-555,730,-3815,-401,142708.683,270515,000.0,Pastando
B2,-6529,8905,-15889,-308,518,-618,-564,1633,-3763,142710.683,270515,000.0,Pastando
B2,-26927,-123,-16961,-138,249,-632,-3537,-9059,-4349,142830.683,270515,000.0,Pastando
B2,1321,3286,-9202,-552,263,-680,-982,6637,-3104,142832.683,270515,000.0,Pastando
B2,-12483,4792,-18637,397,673,-852,2853,7851,-258,142938.683,270515,000.0,Pastando
B2,-246,8901,-14441,502,700,-549,4969,-168,757,143030.683,270515,002.0,Pastando
B2,30,6074,-14715,-487,277,-606,5964,5333,11993,143032.683,270515,000.0,Pastando
B2,3018,6464,-15125,189,450,-594,-2285,3209,4066,143034.683,270515,000.0,Pastando
B2,3450,2609,-10944,937,1040,-228,109,-8363,11200,143231.683,270515,000.0,Pastando
B2,-4162,12342,-11455,-759,299,-455,-86,1115,-2496,143233.683,270515,000.0,Pastando
B2,5881,6620,-16845,63,313,-494,-6037,-14941,-5246,143342.683,270515,003.5,Andando
B2,6829,8605,-14471,317,586,-551,2594,11613,6110,143344.683,270515,003.8,Andando
B2,4057,3508,-14321,557,2488,334,-666,-1555,768,143550.683,270515,000.0,EmPe
B2,3086,4878,-14601,-1187,1956,-30,3256,-943,2803,143554.683,270515,000.0,Andando
B2,3760,4523,-12825,-1178,1917,-118,-4278,-1909,-754,143556.683,270515,002.1,Andando
B2,3913,7376,-14264,-1064,2096,30,7002,-392,-57,143558.683,270515,002.3,Andando
B2,7596,7884,-14387,-666,2424,286,7338,-7266,2890,143605.683,270515,003.8,Andando
B2,1713,6122,-15356,-413,2504,325,-5923,8147,-351,143607.683,270515,003.4,Andando
B2,3663,2642,-15446,-1120,2123,387,-42,3177,-798,143609.683,270515,002.6,Pastando
B2,-7466,-48,-14492,-1619,1336,281,487,-6130,-2501,143611.683,270515,001.8,Pastando
B2,-2875,438,-15948,-1641,1295,364,2766,-1235,3156,143613.683,270515,000.0,Pastando
B2,-9821,4271,-14635,-1191,2068,435,-1299,-3229,1306,143615.683,270515,000.0,Pastando
B2,-5140,5659,-13216,-1610,1341,236,-2440,-2137,607,143617.683,270515,000.0,Pastando
B2,-1325,6053,-14860,-986,2230,366,2269,-573,2685,143619.683,270515,000.0,Pastando
B2,2416,8922,-11985,-1024,2158,218,-3637,-85,816,143750.683,270515,000.0,Pastando
B2,414,3682,-8003,-1012,2160,187,-3482,2225,1151,143752.683,270515,000.0,Pastando
B2,-5472,7853,-13326,-1265,1912,231,-3403,3499,2700,143917.683,270515,000.0,Pastando
B2,-2066,-1054,-9328,-1164,2034,620,-2569,1194,-4500,143944.683,270515,000.0,Pastando
B2,-6693,2267,-13918,-666,2413,466,-574,-1589,-5535,143946.683,270515,000.0,Pastando
B2,-9642,3363,-11963,-1630,909,401,-1138,-3988,941,144101.683,270515,000.0,Pastando
B2,-1860,1857,-11933,-1504,626,-14,358,1452,-2467,144103.683,270515,000.0,Pastando
B2,1481,7772,-11760,-103,2578,452,-1606,6754,-9212,144242.684,270515,000.0,Pastando
B2,-5482,7046,-14479,-1154,2043,426,-412,3483,-4012,144244.684,270515,000.0,Pastando
B2,-3798,8161,-12705,644,2347,135,1790,-798,621,144646.684,270515,000.0,Pastando
B2,-3451,8189,-9123,-83,2475,346,1011,1947,2549,144648.684,270515,000.0,Pastando
B2,-8191,7388,-14027,-159,2467,321,2780,-188,917,144652.684,270515,000.0,Pastando
B2,-447,7614,-15976,-2,2465,119,-3763,6596,-498,144654.684,270515,000.0,Pastando
B2,1554,2738,-16762,1016,1590,-377,-1425,6061,-692,144708.684,270515,000.0,Pastando
B2,72,6876,-12910,1177,1420,-142,-696,-1412,-874,144710.684,270515,000.0,Pastando
B2,-521,5213,-14049,890,2089,-97,-3124,3956,-7576,144712.684,270515,000.0,Pastando
B2,1585,2274,-3830,-1150,1950,423,-7749,1070,3319,144735.684,270515,000.0,Pastando
B2,-2881,4342,-17893,-1100,1999,234,8404,-9949,8720,144737.684,270515,000.0,Pastando
B2,1807,6052,-11145,-26,2485,162,1869,-523,-2037,144739.684,270515,001.9,Pastando
B2,-14904,7876,-15738,659,1981,-481,1927,-6353,-3105,144803.684,270515,000.0,Pastando
B2,-5138,7082,-11019,496,2382,211,386,-1329,3165,144809.684,270515,002.5,Pastando
B2,-2995,10065,-17345,19,2457,194,-5358,7281,-582,144811.684,270515,000.0,Pastando
B2,-1431,14535,-15710,-636,2265,-58,-7048,297,-9742,144813.684,270515,000.0,Pastando
B2,-7518,3743,-15215,850,1974,-112,-991,-7443,1215,144819.684,270515,000.0,Pastando
B2,-2539,6311,-15131,821,2116,-2,1067,1747,1534,144821.684,270515,000.0,Pastando
B2,-1351,1996,-10946,944,2209,233,2236,-2926,3813,144943.684,270515,000.0,Pastando
B2,-15717,4054,-17532,765,2242,-21,2535,-7883,-6092,144945.684,270515,000.0,Pastando
B2,3670,8050,-7745,644,2424,147,-2766,-6731,-2944,144947.684,270515,000.0,Pastando
B2,-4484,3187,-16349,870,2028,-107,8519,-3495,7610,144949.684,270515,000.0,Pastando
B2,-7775,3842,-19765,-1474,1431,87,-928,-2272,-4727,145113.684,270515,000.0,Pastando
B2,2506,1949,-6656,-1576,1143,422,4888,311,-2112,145115.684,270515,000.0,Pastando
B2,-7706,631,-13120,-1137,1907,404,6072,-2342,642,145221.684,270515,000.0,Pastando
B2,-2678,3445,-12265,-1135,1915,323,2765,6458,-819,145223.684,270515,000.0,Pastando
B2,-6216,2965,-10791,-477,2352,242,-413,8368,928,145225.684,270515,000.0,Pastando
B2,-8054,5597,-16921,-1465,1453,23,6147,-7005,-5182,145356.684,270515,000.0,Pastando
B2,-7873,5208,-14164,-1543,1302,256,2027,-1648,2047,145358.684,270515,000.0,Pastando
B2,-5704,9094,-15416,355,729,-653,-3054,8307,-976,145627.684,270515,000.0,Pastando
B2,-6272,3160,-21434,189,424,-573,-2838,33,-10735,145629.684,270515,000.0,Pastando
B2,-10044,-86,-13572,79,687,-752,1319,-10354,-5649,145641.684,270515,000.0,Pastando
B2,-1874,4523,-13597,-93,375,-646,2672,-3688,3724,145643.684,270515,000.0,Pastando
B2,623,4337,-10124,-353,315,-627,4776,4541,5595,145647.684,270515,000.0,Pastando
B2,-2683,3977,-10550,-209,280,-597,2766,886,2449,145649.684,270515,000.0,Pastando
B2,-1807,2012,-10423,97,485,-593,2360,133,527,145858.684,270515,000.0,Pastando
B2,1263,4777,-12581,220,516,-556,7504,4474,10347,145900.684,270515,000.0,Pastando
B2,-7278,8836,-18204,-748,211,-575,5404,2267,525,145946.684,270515,000.0,Pastando
B2,-11528,5097,-14127,-420,110,-547,-401,-2786,2456,145949.684,270515,000.0,Pastando
B2,-6096,17559,-12657,-1108,219,-386,8298,-1731,9154,145951.684,270515,000.0,Pastando
B2,-8172,4542,-14624,-894,160,-476,-4628,-7135,-14,150001.684,270515,000.0,Pastando
B2,-5573,4982,-15622,-784,175,-537,1276,2144,7673,150003.684,270515,000.0,Pastando
B2,-16781,9952,-19985,650,893,-643,-1406,-5927,-38,150055.684,270515,000.0,Pastando
B2,-6550,3759,-14521,759,1522,-457,1561,-917,-1021,150447.684,270515,000.0,Pastando
B2,2732,6804,-13875,1091,1043,37,-864,-1885,8978,150450.684,270515,000.0,Pastando
B2,-2265,10528,-11582,106,393,-630,-7345,-1657,3706,150555.684,270515,000.0,Pastando
B2,-4591,2490,-16761,340,541,-544,-1074,1198,-4771,150704.684,270515,000.0,Pastando
B2,-14162,10270,-16534,300,619,-590,1584,-1286,-1971,150706.684,270515,000.0,Pastando
B2,3219,10865,-13140,608,984,-545,5334,2013,4172,150708.684,270515,000.0,Pastando
B2,-14109,11255,-14632,51,23,-355,-11841,-5789,-6944,150828.684,270515,002.1,Pastando
B2,-28109,14366,-21409,333,848,-790,2264,6501,299,150845.684,270515,000.0,Pastando
B2,-5698,3196,-14465,803,1398,-544,-2967,3550,-1948,150847.684,270515,000.0,Pastando
B2,-9446,7905,-14721,663,950,-610,2458,-350,612,150849.684,270515,000.0,Pastando
B2,-5728,5375,-16067,121,368,-682,2529,-778,1673,150933.684,270515,000.0,Pastando
B2,-11125,15569,-15883,-119,184,-609,-4157,629,-293,150935.684,270515,000.0,Pastando
B2,-8258,-1088,-14164,265,500,-702,5855,-10983,258,150937.684,270515,000.0,Pastando
B2,-8613,8356,-16190,180,423,-689,-3439,2752,-4464,151027.684,270515,000.0,Pastando
B2,-4883,7237,-10311,699,995,-597,2052,619,665,151029.684,270515,000.0,Pastando
B2,-8901,4667,-13869,285,744,-778,4542,-3413,3347,151031.684,270515,000.0,Pastando
B2,-3710,10037,-12345,75,412,-707,-548,245,-1518,151033.684,270515,000.0,Pastando
B2,-5996,5680,-12862,520,792,-659,23,-2877,245,151035.684,270515,000.0,Pastando
B2,-16076,7191,-20458,314,889,-1023,850,488,-349,151110.684,270515,000.0,Pastando
B2,-9523,11454,-13852,316,660,-977,2860,1087,1172,151112.684,270515,000.0,Pastando
B2,916,4410,-12892,-714,240,-454,-3194,3094,-9851,151403.685,270515,000.0,Pastando
B2,-3757,7117,-11090,-196,373,-552,-4821,2303,-3195,151405.685,270515,000.0,Pastando
B2,-1407,2701,-17469,-547,80,-457,2406,-35,3360,151453.685,270515,000.0,Pastando
B2,-1846,11121,-18357,-765,313,-574,-505,3964,-811,151455.685,270515,000.0,Pastando
B2,-3755,6668,-10385,-370,158,-539,-2826,-3,2455,151457.685,270515,000.0,Pastando
B2,780,11287,-19735,-858,106,-393,6958,-4250,5587,151459.685,270515,000.0,Pastando
B2,-6088,4387,-19509,-686,180,-486,4248,781,2014,151609.685,270515,000.0,Pastando
B2,433,6715,-10388,452,499,-460,3849,19950,-13490,151611.685,270515,000.0,Pastando
B2,-2592,11042,-10401,-532,266,-588,3290,4483,-3104,151613.685,270515,000.0,Pastando
B2,-2566,5820,-12777,-399,221,-534,-3084,-2252,-2026,151615.685,270515,000.0,Pastando
B2,-14203,1931,-18566,305,622,-619,4823,2497,3577,151617.685,270515,000.0,Pastando
B2,1372,4357,-13026,-1239,394,-315,590,920,-2204,151758.685,270515,000.0,Pastando
B2,-16361,7556,-25919,-1529,1003,-75,-1242,-6096,-12710,151800.685,270515,000.0,Pastando
B2,-13551,-3645,-30663,-1406,1669,164,1066,-7273,-1949,151848.685,270515,000.0,Pastando
B2,-7340,9113,-14370,-1573,1099,103,-636,4930,4097,151947.685,270515,000.0,Pastando
B2,-543,2280,-12805,-1601,829,165,-5000,1352,-2844,151949.685,270515,000.0,Pastando
B2,-9475,2993,-19681,-1208,358,-296,-1864,4375,-1051,151951.685,270515,000.0,Pastando
B2,-4083,6558,-13441,-932,2247,472,4267,-1490,5175,152013.685,270515,000.0,Pastando
B2,-3661,3445,-13372,89,2613,499,-28,94,2917,152015.685,270515,000.0,Pastando
B2,-4620,4881,-13761,-1181,419,-356,-924,-4835,-2736,152155.685,270515,000.0,Pastando
B2,-7004,11546,-14833,-1165,427,-372,441,-2947,616,152157.685,270515,000.0,Pastando
B2,-10648,7256,-17962,312,595,-630,1493,-2578,149,152331.685,270515,000.0,Pastando
B2,-4887,8481,-12038,893,1378,-391,-3826,2366,-3505,152333.685,270515,000.0,Pastando
B2,-6118,6449,-9073,422,652,-494,-4496,-1320,-2472,152433.685,270515,000.0,Pastando
B2,-2165,11662,-10975,619,1030,-502,3259,-13385,-4934,152435.685,270515,000.0,Pastando
B2,-5629,6802,-16692,511,858,-536,-239,-3780,379,152437.685,270515,000.0,Pastando
B2,-7730,8392,-19975,544,897,-681,5302,4085,2931,152506.685,270515,002.0,Pastando
B2,-3257,-7103,-19027,886,1517,-430,2806,-8410,-6213,152508.685,270515,000.0,Pastando
B2,-220,3873,-11362,-1,154,-533,2797,-2650,10111,152531.685,270515,000.0,Pastando
B2,-244,1596,-14752,-1248,355,-368,-558,-1657,-2179,152638.685,270515,000.0,Pastando
B2,2234,5729,-10833,-1220,345,-371,1630,7058,2023,152640.685,270515,000.0,Pastando
B2,-257,12812,-12625,-28,452,-774,-27,4727,977,152642.685,270515,000.0,Pastando
B2,-12071,8801,-15314,-1619,901,211,-1426,-2002,418,152805.685,270515,000.0,Pastando
B2,-4133,9356,-10920,-1326,463,-293,-6320,-4385,-7371,152814.685,270515,000.0,Pastando
B2,-5008,10228,-10261,-999,2155,335,677,-4371,73,152946.685,270515,000.0,Pastando
B2,-6546,2500,-12521,-1320,1799,366,1503,-2808,2265,152948.685,270515,000.0,Pastando
B2,-2586,4636,-12783,-1215,1935,334,-12078,-11556,-6512,153154.685,270515,000.0,Pastando
B2,-2114,7081,-12756,-1387,1697,341,-5056,4966,-7674,153157.685,270515,000.0,Pastando
B2,-14947,1999,-18149,-69,2578,128,-366,1038,215,153402.685,270515,000.0,Pastando
B2,-6879,3944,-15626,464,2537,247,317,-5704,2081,153448.685,270515,000.0,Pastando
B2,-9224,5189,-14673,469,2481,66,3002,-10137,679,153450.685,270515,000.0,Pastando
B2,1017,7075,-16673,-1258,82,-471,4872,-8861,6807,153820.685,270515,000.0,Pastando
B2,-1337,5338,-16886,-1402,424,-565,-1120,-2955,-1413,153822.685,270515,000.0,Pastando
B2,500,1456,-19827,-437,37,-864,426,3788,-6244,153824.685,270515,000.0,Pastando
B2,-2755,4727,-14300,608,1248,-904,4541,4449,5225,153853.685,270515,000.0,Pastando
B2,-29,4201,-13406,-127,2384,-22,-374,3083,-3105,153855.685,270515,001.6,Pastando
B2,-2415,6044,-7358,-2,2544,319,234,3718,585,154032.685,270515,000.0,Pastando
B2,-2023,3357,-9867,471,2421,80,1548,-72,2630,154139.685,270515,000.0,Pastando
B2,2923,5271,-9111,-186,2567,417,838,549,-4310,154141.685,270515,000.0,Pastando
B2,-16121,4691,-18413,-822,2309,544,4200,2706,-2711,154232.685,270515,000.0,Pastando
B2,50,657,-11129,-1115,2074,408,-1772,3153,-7037,154234.685,270515,000.0,Pastando
B2,-1014,17,-14177,-1350,1878,403,1943,-3239,8798,154614.685,270515,000.0,Pastando
B2,-5482,7043,-13648,-1212,2055,608,3783,-4118,-577,154616.685,270515,000.0,Pastando
B2,1789,5714,-9469,-1622,1301,336,1480,5701,-4235,154618.685,270515,000.0,Pastando
B2,-3942,1752,-16073,-1344,1894,458,-3425,-4870,-3355,154620.685,270515,000.0,Pastando
B2,-2926,3704,-15938,-1569,1419,241,-962,3244,-1047,154702.686,270515,000.0,Pastando
B2,-3047,7080,-15232,-1563,1321,117,-2362,-3428,-3873,154704.686,270515,000.0,Pastando
B2,662,5040,-15265,-1350,841,-299,325,2584,-3299,154706.686,270515,000.0,Pastando
B2,1650,6252,-16713,-1366,757,-269,551,1234,200,154708.686,270515,000.0,Pastando
B2,-7107,1322,-19621,-1588,1208,317,-15864,-4938,-19064,154902.686,270515,001.7,Pastando
B2,-2272,9023,-15003,-1342,1785,118,-1703,-2695,-2658,154904.686,270515,000.0,Pastando
B2,-4172,7062,-10843,-1435,444,-29,-4814,-1389,-1782,155058.686,270515,000.0,Pastando
B2,-6615,5881,-12962,-1600,1002,164,-248,2865,1428,155100.686,270515,000.0,Pastando
B2,-2632,5538,-12494,-1386,1848,498,-5575,-3423,-7164,155253.686,270515,000.0,Pastando
B2,-68,6231,-15824,-1524,1587,328,-5746,8774,-6874,155255.686,270515,000.0,Pastando
B2,-2128,8483,-12472,-1596,1359,242,-7783,7153,-3402,155257.686,270515,000.0,Pastando
B2,-1513,5897,-6968,351,2451,49,-2352,9630,-5308,155359.686,270515,000.0,Pastando
B2,2953,4177,-13128,-561,190,-538,-3398,15975,3486,155526.686,270515,000.0,Pastando
B2,-5584,6201,-11922,-90,292,-607,1951,146,2693,155528.686,270515,000.0,Pastando
B2,-5023,5469,-16226,-1561,651,-363,1431,-3563,-4618,155610.686,270515,000.0,Pastando
B2,528,2118,-13845,-1561,640,-163,4759,4162,2743,155648.686,270515,000.0,Pastando
B2,-3854,4346,-11758,-1105,146,-519,2764,-933,-1359,155650.686,270515,000.0,Pastando
B3,-5277,9206,-11555,-576,1067,10,609,-934,-1001,125331.104,290615,000.0,Pastando
B3,-3024,8812,-12596,-641,1062,-232,219,539,1592,125333.104,290615,000.0,Pastando
B3,-3511,11840,-10973,-793,877,-162,120,-1298,-1144,125335.104,290615,000.0,Pastando
B3,-7443,10524,-11686,-908,640,2,-6189,-3177,-6131,125337.104,290615,000.0,Pastando
B3,-7502,5483,-12186,1199,667,-1314,-1905,-530,-1237,125501.104,290615,000.0,Pastando
B3,-5006,9627,-9528,729,-173,-1556,-1021,-102,-1529,125503.104,290615,000.0,Pastando
B3,-9252,8358,-7938,414,-354,-1578,-5851,-2463,-754,125505.104,290615,000.0,Pastando
B3,-10075,8821,-13612,74,-516,-1535,-2342,1367,2119,125507.104,290615,000.0,Pastando
B3,-4805,9626,-9906,-517,-484,-1356,498,-288,-322,125509.104,290615,000.0,Pastando
B3,-9288,16113,-13239,185,-568,-1500,-5948,-3510,-682,125551.104,290615,000.0,Pastando
B3,-8166,9815,-13679,240,-545,-1508,-3293,4012,-7504,125553.104,290615,000.0,Pastando
B3,4068,8421,-12623,713,1591,-167,182,-328,84,125646.104,290615,000.0,EmPe
B3,4392,7965,-12808,698,1596,-165,370,-502,-129,125649.104,290615,000.0,EmPe
B3,-7148,11809,-11042,-383,-565,-1392,1301,-771,-48,125655.104,290615,000.0,Pastando
B3,-5723,11576,-10565,-122,-586,-1469,-80,1464,118,125657.104,290615,000.0,Pastando
B3,-6753,8385,-10898,488,-310,-1580,1660,-2217,3024,125659.104,290615,000.0,Pastando
B3,-6367,10754,-8678,1064,364,-1457,1917,893,-4826,125753.104,290615,000.0,Pastando
B3,-9992,8638,-12020,1234,578,-1308,2467,-388,1425,125755.104,290615,000.0,Pastando
B3,-2933,9248,-10387,957,-114,-1460,-136,-846,-673,125757.104,290615,000.0,Pastando
B3,5497,8751,-11830,240,-485,-1539,194,-450,287,130020.104,290615,000.0,EmPe
B3,5337,9268,-11634,298,-479,-1528,218,-219,178,130030.104,290615,000.0,EmPe
B3,5185,9101,-11693,304,-478,-1524,221,-476,193,130032.104,290615,000.0,EmPe
B3,5453,9416,-11425,338,-478,-1515,8,-238,201,130034.104,290615,000.0,EmPe
B3,5337,9336,-11619,314,-484,-1528,173,-422,202,130036.104,290615,000.0,EmPe
B3,5256,9173,-11614,321,-475,-1526,258,-420,178,130038.104,290615,000.0,EmPe
B3,5682,9605,-11201,1673,-4,-622,118,-228,184,130100.104,290615,000.0,EmPe
B3,5998,9672,-10618,1676,-8,-599,410,-979,-188,130106.104,290615,000.0,EmPe
B3,6388,9572,-10951,1699,59,-578,197,-482,228,130108.104,290615,000.0,EmPe
B3,6254,9523,-11262,1717,131,-566,93,-506,273,130114.104,290615,000.0,EmPe
B3,6256,9871,-10820,1721,121,-567,321,-81,-233,130116.104,290615,000.0,EmPe
B3,6583,10019,-10781,1707,109,-575,-236,689,-811,130118.104,290615,000.0,EmPe
B3,6036,9505,-11277,1720,123,-570,506,-216,146,130120.104,290615,000.0,EmPe
B3,6140,9144,-11379,1696,71,-609,1024,-352,-26,130122.104,290615,000.0,EmPe
B3,6259,9469,-11099,1696,69,-590,-302,-271,397,130125.104,290615,000.0,EmPe
B3,6684,9327,-10911,1636,-52,-652,206,-364,-26,130135.104,290615,000.0,EmPe
B3,5995,10074,-10265,1693,59,-611,122,617,-1215,130137.104,290615,000.0,EmPe
B3,5882,9894,-11122,1722,149,-557,-14,-588,341,130139.104,290615,000.0,EmPe
B3,6023,9674,-10906,1705,105,-600,795,-147,-51,130141.104,290615,000.0,EmPe
B3,6065,9859,-10840,1551,-110,-815,-20,-652,451,130210.104,290615,000.0,EmPe
B3,5846,10440,-10495,1564,-104,-813,-211,-378,78,130212.104,290615,000.0,EmPe
B3,5838,10157,-10813,1562,-76,-830,-221,-943,1400,130216.104,290615,000.0,EmPe
B3,5881,10285,-10682,1570,-77,-823,-117,-538,783,130218.104,290615,000.0,EmPe
B3,5760,9561,-11222,1568,-73,-813,231,-627,604,130220.104,290615,000.0,EmPe
B3,5968,10110,-10619,1517,-115,-893,870,-359,-93,130309.104,290615,000.0,EmPe
B3,6065,10113,-11206,1537,-94,-863,227,-819,743,130311.104,290615,000.0,EmPe
B3,5136,10422,-10927,1525,-127,-878,-317,-1038,490,130313.104,290615,000.0,EmPe
B3,2017,9402,-11944,1286,-290,-1104,2,-8096,4278,130426.104,290615,000.0,EmPe
B3,2751,9941,-11980,1431,-42,-1054,328,705,-2394,130428.104,290615,000.0,EmPe
B3,4217,10652,-11616,1703,272,-688,966,-315,-292,130430.104,290615,000.0,EmPe
B3,5427,9893,-11157,1610,2,-770,-712,-1039,962,130432.104,290615,000.0,EmPe
B3,5966,9350,-10980,909,-476,-1316,17,-864,344,130434.104,290615,000.0,EmPe
B3,4378,9966,-11316,1394,-164,-1051,214,-364,147,130444.104,290615,000.0,EmPe
B3,2351,9891,-11797,1432,-146,-988,542,469,-794,130446.104,290615,000.0,EmPe
B3,4743,10375,-10989,1442,-127,-987,223,-249,149,130448.104,290615,000.0,EmPe
B3,5328,10355,-11560,1458,-132,-981,96,-87,633,130450.104,290615,000.0,EmPe
B3,4623,9693,-11374,1697,181,-679,-382,-453,408,130514.104,290615,000.0,EmPe
B3,5730,10708,-10319,1432,-168,-975,415,-433,376,130623.104,290615,000.0,EmPe
B3,5443,9963,-11139,1420,-194,-991,-5,-893,817,130625.104,290615,000.0,EmPe
B3,4935,10453,-11134,1428,-157,-980,-198,-351,-322,130627.104,290615,000.0,EmPe
B3,4813,10265,-11210,1620,57,-781,-521,-83,-167,130749.105,290615,000.0,EmPe
B3,4862,10185,-11341,1623,58,-786,-159,-396,478,130751.105,290615,000.0,EmPe
B3,4680,9732,-11500,1614,57,-813,574,-846,416,130754.105,290615,000.0,EmPe
B3,4480,9584,-11556,1605,48,-813,438,-467,321,130756.105,290615,000.0,EmPe
B3,4172,10049,-11572,1610,50,-799,-241,-392,683,130800.105,290615,000.0,EmPe
B3,3335,9464,-12069,1684,262,-732,612,-478,348,130948.105,290615,000.0,EmPe
B3,3503,9493,-12055,1684,249,-731,145,-646,580,130950.105,290615,000.0,EmPe
B3,2444,9102,-12396,1687,246,-703,74,-802,648,130953.105,290615,000.0,EmPe
B3,4025,10732,-10745,1693,236,-704,-581,884,-643,130955.105,290615,000.0,EmPe
B3,5117,9596,-10569,1682,224,-711,-342,123,692,130957.105,290615,000.0,EmPe
B3,3552,9830,-11764,1681,199,-705,-59,-1009,331,131001.105,290615,000.0,EmPe
B3,4867,9645,-11432,1707,171,-619,-178,-3256,4835,131113.105,290615,000.0,EmPe
B3,5942,10624,-10643,840,-476,-1350,-474,-235,-421,131117.105,290615,000.0,EmPe
B3,4040,11381,-11668,1672,214,-746,1025,614,60,131131.105,290615,000.0,EmPe
B3,4261,10174,-11306,1655,125,-735,285,-570,270,131134.105,290615,000.0,EmPe
B3,4657,10243,-10928,1657,115,-742,-326,-642,610,131137.105,290615,000.0,EmPe
B3,4192,9542,-11630,1663,135,-734,1174,-667,171,131139.105,290615,000.0,EmPe
B3,4480,10633,-10761,1647,95,-751,-810,238,-323,131142.105,290615,000.0,EmPe
B3,2744,10590,-11650,1540,49,-914,-808,819,-706,131255.105,290615,000.0,EmPe
B3,3288,10723,-11338,1542,55,-924,-649,310,-243,131257.105,290615,000.0,EmPe
B3,2989,9981,-11762,1527,54,-944,564,-1073,811,131301.105,290615,000.0,EmPe
B3,2196,9163,-12404,1541,58,-934,1162,-902,203,131303.105,290615,000.0,EmPe
B3,3098,10364,-11564,1525,42,-945,-137,36,345,131305.105,290615,000.0,EmPe
B3,3143,10083,-11558,1532,47,-932,-580,-423,441,131307.105,290615,000.0,EmPe
B3,3579,9548,-11803,1487,-52,-982,1353,-1269,395,131338.105,290615,000.0,EmPe
B3,3631,10188,-11414,1459,-59,-988,446,-404,198,131340.105,290615,000.0,EmPe
B3,3670,10117,-11516,1469,-65,-981,526,-347,79,131342.105,290615,000.0,EmPe
B3,3854,9992,-11767,1494,-39,-962,399,-1019,753,131344.105,290615,000.0,EmPe
B3,3972,9588,-11873,1475,-76,-964,444,-1111,869,131346.105,290615,000.0,EmPe
B3,5157,9977,-11040,1453,-156,-961,424,-1832,36,131511.105,290615,000.0,EmPe
